Probe	Symbol	acg	dlpfc	cb	amy	hc	nacc	new-mean-6	Symbol									
5610_at	EIF2AK2	-1	-6	3	4	13	-5	0.287420966										
23467_at	NPTXR	13	12	8	11	-2	-6	0.287422874										
10778_at	ZNF271	13	16	9	-4	11	14	0.287458263										
9129_at	PRPF3	9	0	-4	2	17	17	0.287493261										
7525_at	YES1	2	5	8	-1	17	15	0.287538063										
54777_at	C10orf92	10	13	0	9	3	12	0.287615641										
60494_at	CCDC81	10	-5	-5	10	3	17	0.287714777										
6499_at	SKIV2L	9	4	6	12	-1	14	0.287724967										
3836_at	KPNA1	1	15	9	10	-6	6	0.28778255										
22874_at	PLEKHA6	16	6	8	7	-3	14	0.287785589										
8828_at	NRP2	17	8	3	-3	12	8	0.287892541										
22904_at	SBNO2	-4	5	-1	1	5	-4	0.287910335										
3355_at	HTR1F	17	-4	5	-3	17	13	0.287911954										
29_at	ABR	15	10	4	10	13	-4	0.28799041										
5127_at	CDK16	17	6	-5	9	4	16	0.288011293										
825_at	CAPN3	9	-4	14	-3	14	12	0.288021037										
80231_at	CXorf21	-2	9	-2	14	5	-1	0.288026416										
4325_at	MMP16	11	6	15	4	6	5	0.288069618										
23357_at	ANGEL1	3	5	0	3	-2	16	0.288078538										
79589_at	RNF128	-5	14	7	1	10	13	0.288085426										
5017_at	OVOL1	13	1	5	12	12	5	0.288118319										
3483_at	IGFALS	16	6	-5	-2	11	7	0.288164381										
6741_at	SSB	0	15	13	-3	7	1	0.288212579										
25807_at	RHBDD3	8	0	-3	-1	0	10	0.28825692										
29995_at	LMCD1	8	5	12	14	12	-6	0.288294984										
4863_at	NPAT	11	1	8	15	9	8	0.288320209										
9663_at	LPIN2	-6	15	14	14	-5	6	0.288326716										
57214_at	KIAA1199	3	7	12	0	8	4	0.28833046										
141_at	ADPRH	10	3	-6	-5	9	5	0.288377526										
7112_at	TMPO	0	-4	10	9	6	-3	0.288399183										
22906_at	TRAK1	13	15	17	9	3	16	0.288454506										
10668_at	CGRRF1	1	1	3	16	-3	-5	0.288458067										
1195_at	CLK1	10	-6	-5	-6	17	16	0.288514484										
5915_at	RARB	16	8	9	-2	6	10	0.288551541										
4060_at	LUM	7	9	17	15	5	-4	0.288563264										
2331_at	FMOD	-5	-2	9	11	-6	-4	0.288598679										
27012_at	KCNV1	2	12	5	7	3	17	0.288628446										
4437_at	MSH3	4	16	8	-4	9	1	0.288638751										
55704_at	CCDC88A	8	17	9	10	14	11	0.28869393										
64218_at	SEMA4A	-5	-1	7	16	-5	-5	0.288727444										
51069_at	MRPL2	-5	9	11	7	5	7	0.288778083										
54938_at	SARS2	17	-1	7	10	12	14	0.288854184										
58477_at	SRPRB	3	0	8	-4	-6	8	0.288865839										
50838_at	TAS2R13	2	1	6	7	6	10	0.28890584										
539_at	ATP5O	14	-5	8	-6	11	3	0.288950325										
2923_at	PDIA3	4	-6	8	-2	-5	-4	0.288986013										
7068_at	THRB	-4	0	4	-4	-2	-5	0.288986283										
50852_at	TRAT1	12	-1	8	14	7	7	0.289018188										
1647_at	GADD45A	-4	-1	-1	0	0	-1	0.289063929										
1455_at	CSNK1G2	-6	10	17	13	2	-5	0.28907518										
55839_at	CENPN	6	-4	7	-4	-5	8	0.289128807										
22954_at	TRIM32	-4	-2	1	13	2	17	0.289189969										
5718_at	PSMD12	2	10	7	-5	6	-2	0.2891953										
4224_at	MEP1A	-5	16	7	-3	16	-6	0.289286373										
3044_at	HBBP1	8	8	7	14	8	-5	0.289340844										
6745_at	SSR1	0	-1	12	-2	0	1	0.289363648										
8522_at	GAS7	13	-3	-4	10	-4	7	0.289373924										
25941_at	C18orf10	12	6	9	-2	7	3	0.289417486										
23284_at	LPHN3	7	12	14	10	12	-5	0.289428406										
28755_at	TRAC	-5	5	9	13	4	9	0.289433142										
26145_at	IRF2BP1	17	3	7	7	-1	0	0.289502588										
4618_at	MYF6	16	6	13	9	0	8	0.289516354										
3308_at	HSPA4	6	8	6	4	3	2	0.289555757										
27351_at	PPPDE2	15	-2	10	16	13	11	0.289615598										
3845_at	KRAS	10	12	16	6	11	8	0.28962029										
6495_at	SIX1	-5	-1	13	-1	2	13	0.28963924										
57404_at	CYP20A1	-1	-1	-2	12	12	-4	0.289639519										
8418_at	CMAH	-4	16	7	2	7	-2	0.289683812										
5002_at	SLC22A18	-5	4	-3	-5	-2	3	0.289711223										
79180_at	EFHD2	-5	5	13	7	-2	-4	0.289787818										
1950_at	EGF	9	9	6	1	9	11	0.289796967										
5179_at	PENK	0	9	-1	-3	9	-6	0.289842658										
5436_at	POLR2G	11	17	1	17	15	12	0.289844548										
6279_at	S100A8	4	6	17	1	-2	1	0.289928991										
7504_at	XK	2	11	6	7	9	6	0.289946177										
55177_at	FAM82A2	17	-1	7	-3	8	8	0.289961411										
5152_at	PDE9A	8	15	10	12	9	16	0.29002293										
54329_at	GPR85	15	6	4	12	13	-6	0.290030066										
7982_at	ST7	-3	7	4	4	-6	1	0.290040497										
259266_at	ASPM	2	2	-5	-1	7	3	0.290083846										
60491_at	NIF3L1	7	-3	-2	-5	-5	7	0.2900859										
129025_at	ZNF280A	11	2	2	-4	-3	8	0.290094078										
56945_at	MRPS22	-5	14	0	-4	-6	1	0.29014729										
90273_at	CEACAM21	-6	-4	6	-4	-2	-3	0.290149699										
9392_at	TGFBRAP1	3	0	10	8	16	-1	0.290158034										
2121_at	EVC	-6	-4	-3	3	4	-6	0.290198936										
23333_at	DPY19L1	2	-3	13	3	9	-3	0.290239565										
54842_at	MFSD6	3	-1	-1	0	3	9	0.290241679										
81501_at	TM7SF4	16	5	5	12	8	7	0.290298465										
7750_at	ZMYM2	5	-5	-1	14	5	9	0.290311317										
9376_at	SLC22A8	-6	1	13	10	1	14	0.290316309										
3014_at	H2AFX	10	-2	-6	1	5	-5	0.290347291										
10381_at	TUBB3	-3	5	-2	3	-3	-1	0.290352784										
26284_at	ERAL1	-4	-1	-1	2	8	8	0.29040764										
9517_at	SPTLC2	8	-4	10	-2	6	8	0.290410301										
6284_at	S100A13	11	14	12	-6	14	15	0.290433122										
1893_at	ECM1	-2	5	15	0	-1	-6	0.290433588										
8537_at	BCAS1	7	10	-5	7	8	7	0.290504275										
27436_at	EML4	0	-6	3	-3	13	3	0.290507973										
116496_at	FAM129A	6	8	10	5	8	1	0.290538011										
1038_at	CDR1	5	5	-4	-3	16	7	0.290543307										
10157_at	AASS	8	-5	7	12	2	11	0.290595916										
10175_at	CNIH	4	14	3	17	2	1	0.290696863										
57710_at	KIAA1614	11	0	-1	9	-4	8	0.290702869										
3340_at	NDST1	15	-3	10	3	15	15	0.290747087										
55705_at	IPO9	1	10	-5	12	10	8	0.290763821										
1075_at	CTSC	1	8	3	1	-4	2	0.290779747										
2913_at	GRM3	6	-5	-4	15	-5	14	0.29079408										
9667_at	SAFB2	2	14	7	6	3	-4	0.290843915										
65080_at	MRPL44	2	-4	2	0	8	-2	0.290872845										
11313_at	LYPLA2	-6	3	-2	3	-3	2	0.290879426										
54819_at	ZCCHC10	11	8	7	3	9	16	0.290884711										
7733_at	ZNF180	15	-4	11	16	13	13	0.290925072										
2120_at	ETV6	15	17	13	5	7	16	0.290994428										
80008_at	TMEM156	-1	12	-5	0	10	4	0.291173258										
1735_at	DIO3	1	-2	-3	8	10	16	0.291289537										
8372_at	HYAL3	13	9	-6	0	-5	-2	0.291319252										
10093_at	ARPC4	14	-3	17	8	5	0	0.291328594										
152559_at	PAQR3	4	13	8	4	6	1	0.291343059										
3053_at	SERPIND1	1	5	11	-3	7	-2	0.291393501										
4982_at	TNFRSF11B	1	-5	-1	1	5	-4	0.291410949										
23598_at	PATZ1	1	1	5	2	-2	7	0.29144945										
7596_at	ZNF45	12	-6	1	12	11	12	0.291521889										
6439_at	SFTPB	11	4	15	10	4	17	0.291526925										
1340_at	COX6B1	-5	-2	9	-6	-1	-3	0.2915653										
9019_at	MPZL1	17	12	9	5	6	2	0.291566398										
22845_at	DOLK	15	12	-4	6	-1	10	0.291732376										
8514_at	KCNAB2	15	-5	-5	11	-1	7	0.291746381										
2817_at	GPC1	9	7	-4	5	1	-4	0.291824875										
8906_at	AP1G2	-6	8	0	1	6	4	0.291859712										
5433_at	POLR2D	3	-5	-1	10	7	-1	0.29188905										
28985_at	MCTS1	-1	2	9	-6	4	16	0.291896016										
57178_at	ZMIZ1	13	8	8	7	15	1	0.291930627										
28815_at	IGLV2-14	15	0	14	-2	5	13	0.291960383										
7178_at	TPT1	-1	16	2	-2	4	-3	0.291976461										
57171_at	DOLPP1	4	3	3	15	-5	2	0.291998906										
126208_at	ZNF787	-4	9	14	-1	15	14	0.292039435										
9282_at	MED14	4	-2	0	8	6	9	0.292111477										
249_at	ALPL	17	-3	-5	4	8	-5	0.292131098										
3007_at	HIST1H1D	3	7	0	3	-2	-3	0.292153327										
64180_at	DPEP3	14	11	-1	-5	8	-2	0.292164556										
716_at	C1S	1	5	17	4	5	2	0.292198503										
28973_at	MRPS18B	6	-1	11	11	7	3	0.292244027										
6386_at	SDCBP	-3	14	-2	3	7	0	0.292256722										
5077_at	PAX3	5	15	-2	-2	5	-2	0.292257109										
56996_at	SLC12A9	6	-4	-3	4	-2	15	0.292310376										
51389_at	RWDD1	6	-3	1	-2	-5	0	0.292316207										
9468_at	PCYT1B	16	1	-2	10	10	11	0.292348771										
2902_at	GRIN1	15	-5	-3	3	-3	11	0.292413245										
116986_at	AGAP2	15	13	13	11	-6	-6	0.2925272										
5973_at	RENBP	-6	2	-4	1	11	12	0.292541092										
153_at	ADRB1	11	15	14	-5	-1	-5	0.292598026										
9670_at	IPO13	12	-3	-4	-5	-3	0	0.292601955										
9249_at	DHRS3	16	16	-3	13	13	-4	0.292671536										
57538_at	ALPK3	5	3	-2	10	16	17	0.292757628										
9024_at	BRSK2	17	-1	-2	6	-2	10	0.292768723										
2765_at	GML	-3	0	8	7	-2	8	0.292791241										
2885_at	GRB2	-6	-4	7	12	8	2	0.292810727										
1687_at	DFNA5	0	1	15	5	4	3	0.292814989										
10201_at	NME6	13	5	9	-5	-4	13	0.292885989										
80019_at	UBTD1	16	16	-5	6	10	-4	0.293000138										
22875_at	ENPP4	5	-6	1	7	-1	10	0.293067241										
7033_at	TFF3	1	3	4	9	0	1	0.293179111										
23556_at	PIGN	12	-4	7	-5	14	14	0.293183647										
1029_at	CDKN2A	9	2	0	12	5	0	0.293256687										
51513_at	ETV7	15	9	-5	0	14	8	0.293309996										
79879_at	CCDC134	6	-2	-3	-5	-6	-2	0.293330274										
8891_at	EIF2B3	11	9	7	8	13	12	0.293374454										
9530_at	BAG4	-4	0	4	12	4	9	0.293388365										
29789_at	OLA1	4	8	10	-3	-5	4	0.293426451										
64211_at	LHX5	7	15	-3	-1	-5	15	0.293452639										
3092_at	HIP1	11	-4	0	14	-5	10	0.29348228										
6948_at	TCN2	15	8	9	16	14	11	0.293484622										
8745_at	ADAM23	-5	-3	-3	16	15	-3	0.293555208										
1050_at	CEBPA	15	8	5	10	-5	-3	0.293620172										
90993_at	CREB3L1	16	7	17	11	-2	16	0.293632634										
5879_at	RAC1	7	4	0	2	-5	9	0.29366954										
9351_at	SLC9A3R2	9	13	12	9	7	9	0.293693839										
7903_at	ST8SIA4	13	11	-1	5	-5	7	0.293809092										
963_at	CD53	4	0	4	6	-2	3	0.293809644										
79230_at	ZNF557	7	3	11	16	7	3	0.293972607										
23098_at	SARM1	16	7	12	-4	-6	3	0.294018105										
79003_at	MIS12	4	3	4	-1	6	1	0.294025988										
9590_at	AKAP12	-2	5	-1	-2	-1	0	0.294099859										
8398_at	PLA2G6	11	4	5	11	10	0	0.294113904										
5257_at	PHKB	15	15	-6	-3	10	11	0.294114925										
7754_at	ZNF204P	-5	14	11	-2	0	-2	0.294185677										
971_at	CD72	17	8	-4	5	5	12	0.294217793										
54885_at	TBC1D8B	10	-2	9	-3	9	9	0.294260565										
9361_at	LONP1	-4	-3	-6	0	4	-6	0.294283539										
29948_at	OSGIN1	-4	2	-5	8	-4	12	0.294283611										
213_at	ALB	2	3	0	7	6	9	0.29430149										
5319_at	PLA2G1B	-4	0	-2	11	10	12	0.294323792										
7813_at	EVI5	7	15	11	6	8	-1	0.294379543										
9939_at	RBM8A	-4	14	-4	16	-4	11	0.294416294										
708_at	C1QBP	-4	15	10	-5	9	-3	0.294426808										
5538_at	PPT1	-2	8	16	-6	14	7	0.294515173										
116985_at	ARAP1	17	14	16	-5	16	17	0.294516987										
23237_at	ARC	-6	6	3	10	-1	-5	0.294548519										
51299_at	NRN1	17	11	12	11	15	17	0.294552109										
9188_at	DDX21	3	5	12	1	3	5	0.294647492										
80279_at	CDK5RAP3	-6	-6	10	-3	-6	12	0.29471667										
55209_at	SETD5	4	9	3	7	-3	-4	0.294733744										
54929_at	TMEM161A	11	2	9	5	5	-3	0.29481093										
1188_at	CLCNKB	-3	17	-4	12	16	-2	0.29484359										
2044_at	EPHA5	5	0	-4	6	8	7	0.294903546										
26476_at	OR10J1	14	-1	-6	-4	-1	9	0.29491396										
9698_at	PUM1	4	17	17	8	15	8	0.294915939										
3101_at	HK3	17	15	8	0	0	11	0.294929456										
26206_at	SPAG8	13	11	-5	15	5	14	0.294957981										
4589_at	MUC7	13	6	-3	0	3	12	0.294976472										
1114_at	CHGB	12	12	11	17	-4	17	0.294989843										
10446_at	LRRN2	14	8	2	6	-6	14	0.295048731										
7353_at	UFD1L	2	-5	15	4	14	11	0.295058118										
25842_at	ASF1A	10	14	-1	16	14	-6	0.295100524										
22986_at	SORCS3	4	-4	6	7	15	17	0.295121339										
4488_at	MSX2	5	-5	0	-2	-5	15	0.295156575										
9467_at	SH3BP5	6	-2	1	0	-6	5	0.295183626										
9508_at	ADAMTS3	-1	-5	9	12	4	11	0.295242851										
10285_at	SMNDC1	-1	-4	1	-1	-2	15	0.295268046										
4291_at	MLF1	14	12	8	15	6	-3	0.295292352										
10309_at	CCNO	6	-2	15	9	4	-3	0.295336062										
343069_at	HNRNPCL1	13	-2	-6	10	12	14	0.29536368										
417_at	ART1	16	10	-3	11	-6	11	0.295383957										
2581_at	GALC	8	-1	13	-2	6	5	0.295395685										
54997_at	TESC	5	5	8	6	11	0	0.295408645										
23102_at	TBC1D2B	-3	6	6	4	9	-2	0.295414706										
79664_at	NARG2	6	11	-4	-4	9	1	0.295427326										
148_at	ADRA1A	15	9	-2	17	10	16	0.295479503										
8536_at	CAMK1	-3	-5	10	11	1	-3	0.295516156										
9837_at	GINS1	2	-3	4	9	10	-4	0.295520734										
23677_at	SH3BP4	8	-5	10	10	8	-1	0.295532792										
10155_at	TRIM28	-3	2	9	2	-1	-4	0.295564585										
4297_at	MLL	-4	1	-3	12	11	-3	0.295619561										
23765_at	IL17RA	-2	17	17	6	15	-5	0.295644766										
8476_at	CDC42BPA	11	12	16	2	15	-2	0.295674726										
64386_at	MMP25	-6	-5	9	7	12	-4	0.295691888										
9938_at	ARHGAP25	15	-5	-4	17	12	17	0.29580155										
1352_at	COX10	4	7	7	17	9	7	0.295874304										
873_at	CBR1	16	-4	-5	-5	13	3	0.295883531										
64718_at	UNKL	10	2	12	9	14	13	0.295924617										
199731_at	CADM4	9	-4	-1	0	10	4	0.295939965										
1385_at	CREB1	15	-5	0	14	13	12	0.295941443										
23132_at	RAD54L2	14	-3	-5	6	14	9	0.295985758										
79723_at	SUV39H2	2	-1	11	16	6	1	0.296007964										
7136_at	TNNI2	-5	2	-4	10	2	15	0.296038434										
4298_at	MLLT1	-5	7	-2	-6	3	14	0.296085328										
60_at	ACTB	0	-2	-2	5	-1	3	0.296178656										
84864_at	MINA	6	16	10	-4	8	7	0.296265918										
26010_at	SPATS2L	11	16	-2	-4	1	-3	0.296277966										
51642_at	MRPL48	-4	-4	-6	-4	-1	-1	0.296299341										
10161_at	LPAR6	16	17	5	11	14	11	0.296477758										
4282_at	MIF	-6	-2	10	-4	15	-3	0.296511726										
23466_at	CBX6	15	11	-5	11	5	-5	0.296653995										
79954_at	NOL10	15	4	-5	2	12	-5	0.296667912										
23376_at	KIAA0776	5	14	5	-1	14	7	0.296683808										
51118_at	UTP11L	17	-1	6	-6	0	-6	0.296696374										
1609_at	DGKQ	11	9	10	12	9	0	0.296841602										
23266_at	LPHN2	0	2	11	1	0	13	0.296854165										
10134_at	BCAP31	0	8	5	5	8	-2	0.296897507										
6662_at	SOX9	5	17	3	12	16	-1	0.296973442										
3827_at	KNG1	13	7	-6	11	2	16	0.29700451										
7597_at	ZBTB25	-6	4	17	-2	-1	8	0.297009498										
79731_at	NARS2	14	12	12	-5	10	14	0.297024193										
23107_at	MRPS27	2	5	2	-6	8	3	0.297039017										
6017_at	RLBP1	-5	-4	10	11	0	-3	0.297043351										
515_at	ATP5F1	1	-2	4	-5	16	16	0.297108377										
5764_at	PTN	13	14	16	15	15	-6	0.297233332										
2346_at	FOLH1	9	-5	-5	-3	-5	11	0.297236191										
8027_at	STAM	6	14	2	-1	0	17	0.297287963										
5160_at	PDHA1	14	15	14	-2	12	14	0.297307121										
8945_at	BTRC	6	-3	-1	13	-6	5	0.297315113										
8941_at	CDK5R2	5	8	10	5	9	-5	0.297323402										
8434_at	RECK	5	17	2	1	1	10	0.29736314										
79140_at	CCDC28B	14	-2	11	-4	2	7	0.297375142										
79840_at	NHEJ1	6	-3	-6	1	8	5	0.297490231										
8720_at	MBTPS1	4	-3	-5	11	-2	0	0.297533728										
664_at	BNIP3	-1	-3	1	-2	-6	-1	0.297557087										
56157_at	TEX13A	-6	14	-5	12	3	6	0.297569165										
10466_at	COG5	-1	2	12	9	17	6	0.297583133										
640_at	BLK	-5	9	-3	1	7	16	0.297635688										
2845_at	GPR22	3	2	15	11	17	11	0.29765784										
7988_at	ZNF212	9	-5	5	9	12	12	0.297730793										
3749_at	KCNC4	-6	-2	16	3	-1	-2	0.297762165										
3588_at	IL10RB	8	8	-1	1	6	15	0.297781683										
7278_at	TUBA3C	12	2	2	3	-5	6	0.297789135										
412_at	STS	-4	9	16	0	2	15	0.297793305										
10274_at	STAG1	-1	-6	-6	14	13	-4	0.297872634										
4998_at	ORC1L	17	-1	11	17	10	15	0.297873632										
4722_at	NDUFS3	16	9	0	16	13	8	0.297880894										
56143_at	PCDHA5	-2	-4	7	7	-3	13	0.297895651										
199870_at	FAM76A	9	-1	9	-2	10	-4	0.297934035										
364_at	AQP7	3	-6	8	1	16	14	0.298094328										
390_at	RND3	-3	7	12	14	10	16	0.298181543										
23306_at	TMEM194A	1	-4	6	-6	14	7	0.298204497										
10406_at	WFDC2	11	0	0	11	4	10	0.298208092										
51302_at	CYP39A1	12	14	4	-3	6	17	0.298239203										
22839_at	DLGAP4	-5	10	-6	12	-2	13	0.298244272										
26511_at	CHIC2	2	15	5	1	12	2	0.298248134										
55005_at	RMND1	1	-1	2	15	13	1	0.298276723										
79608_at	RIC3	4	-4	14	6	14	11	0.298312631										
6772_at	STAT1	-2	-5	0	10	12	-6	0.298348693										
10681_at	GNB5	6	-1	6	2	9	6	0.298353629										
26276_at	VPS33B	7	6	0	6	-1	1	0.298385516										
10572_at	SIVA1	4	14	-1	15	9	-6	0.298407015										
7580_at	ZNF32	-2	-2	14	16	7	0	0.298495842										
389_at	RHOC	0	-3	14	1	15	-1	0.298511805										
284021_at	C17orf60	2	10	-1	8	-1	11	0.298541698										
65990_at	FAM173A	13	16	5	8	16	10	0.298580267										
105_at	ADARB2	13	-5	-6	-3	-1	5	0.298596009										
1774_at	DNASE1L1	-4	1	8	-3	8	5	0.298644608										
56683_at	C21orf59	14	9	9	6	9	11	0.298710841										
29965_at	C16orf5	-6	14	-5	-3	-5	17	0.298715327										
29774_at	POM121L9P	-4	7	5	0	8	0	0.298718193										
9311_at	ACCN3	12	10	-5	4	4	3	0.298859744										
55272_at	IMP3	4	1	7	-4	9	17	0.298930608										
79768_at	C15orf29	9	13	17	0	13	9	0.299004531										
6604_at	SMARCD3	15	4	15	5	11	-6	0.299012145										
2323_at	FLT3LG	6	-1	-2	14	1	12	0.299061575										
60529_at	ALX4	6	-6	0	9	-6	17	0.299121696										
378_at	ARF4	1	17	8	-2	16	-3	0.299164727										
6169_at	RPL38	15	-5	9	16	13	-3	0.299249078										
5613_at	PRKX	-5	12	-4	11	3	7	0.299276121										
7584_at	ZNF35	10	7	-1	17	7	3	0.299343487										
3775_at	KCNK1	8	11	10	9	9	4	0.299386533										
51287_at	CHCHD8	-1	17	6	-4	14	16	0.299396192										
29990_at	PILRB	7	7	15	-1	4	10	0.299412856										
30000_at	TNPO2	16	-3	-6	10	10	14	0.299440631										
55567_at	DNAH3	12	9	15	11	10	8	0.299489064										
8187_at	ZNF239	14	2	9	9	17	7	0.299544564										
26135_at	SERBP1	-3	17	3	-2	9	2	0.299560786										
27185_at	DISC1	13	7	-6	16	11	4	0.299592901										
134_at	ADORA1	11	13	16	9	17	16	0.299609877										
10171_at	RCL1	7	-1	6	15	10	4	0.299627239										
166_at	AES	17	8	-3	4	2	-3	0.299678101										
1908_at	EDN3	16	5	-6	9	14	13	0.299753731										
55624_at	POMGNT1	8	-4	-3	4	9	14	0.299756577										
10426_at	TUBGCP3	3	-6	3	1	7	0	0.299883822										
486_at	FXYD2	1	-6	15	3	3	13	0.299970797										
55009_at	C19orf24	5	4	13	17	12	-4	0.299998846										
1347_at	COX7A2	12	8	7	-5	9	1	0.300026061										
11118_at	BTN3A2	-5	16	11	9	11	15	0.30005781										
10320_at	IKZF1	15	4	7	11	7	16	0.300111824										
221_at	ALDH3B1	-5	8	-5	14	5	11	0.300259408										
11187_at	PKP3	10	-3	4	10	6	17	0.300286366										
57045_at	TWSG1	5	13	8	12	10	6	0.300319315										
29080_at	CCDC59	9	16	8	9	9	10	0.300374666										
55040_at	EPN3	1	13	15	-5	3	10	0.300392128										
114034_at	TOE1	13	-3	9	-3	11	11	0.300411093										
5241_at	PGR	-6	-6	8	17	14	-4	0.300419409										
80223_at	RAB11FIP1	-1	13	10	10	4	13	0.300447934										
8798_at	DYRK4	17	-1	5	-2	2	13	0.300462968										
4901_at	NRL	-6	-2	-3	14	-3	-4	0.30048875										
23479_at	ISCU	-2	11	6	-3	17	-1	0.30060747										
8576_at	STK16	-5	0	9	-4	1	10	0.300618491										
23170_at	TTLL12	5	7	1	4	9	-3	0.300656141										
4714_at	NDUFB8	16	6	9	11	15	12	0.300701243										
29088_at	MRPL15	3	3	9	-5	4	3	0.300715883										
7403_at	KDM6A	12	16	2	16	13	16	0.300770945										
4641_at	MYO1C	-6	3	-4	11	0	9	0.30078189										
4221_at	MEN1	17	-2	-5	-4	-2	0	0.300801826										
5499_at	PPP1CA	-6	-3	9	14	-6	-2	0.300866691										
80217_at	C10orf79	-6	15	0	17	3	5	0.300888466										
22827_at	PUF60	10	17	8	-6	15	12	0.300894636										
80775_at	TMEM177	3	16	2	-2	15	4	0.300994062										
5321_at	PLA2G4A	6	7	-4	1	8	2	0.301042084										
3422_at	IDI1	4	0	7	-1	-4	7	0.30106431										
10563_at	CXCL13	-3	-6	-1	-2	-4	9	0.301068427										
22933_at	SIRT2	14	-3	0	-1	1	14	0.301080955										
64127_at	NOD2	17	17	8	5	-2	-6	0.301143771										
4588_at	MUC6	-6	13	17	-1	7	12	0.30123074										
63923_at	TNN	-6	4	15	7	13	4	0.301275421										
63933_at	CCDC90A	5	2	8	2	5	4	0.301326139										
2649_at	NR6A1	-4	5	-1	10	1	10	0.30132872										
10578_at	GNLY	6	14	-1	1	-2	-2	0.301441139										
147339_at	C18orf25	17	-5	12	4	1	6	0.301452831										
79072_at	FASTKD3	6	3	7	2	7	8	0.301487239										
27440_at	CECR5	1	-5	2	3	6	0	0.301488385										
57142_at	RTN4	17	-6	15	-5	-3	-4	0.30157154										
3904_at	LAIR2	6	-3	1	10	0	-3	0.301647944										
63924_at	CIDEC	13	-5	-5	10	11	11	0.301700906										
23788_at	MTCH2	-1	5	7	9	-6	4	0.301709954										
5682_at	PSMA1	-4	0	2	-2	12	5	0.301728965										
10645_at	CAMKK2	-2	5	-1	10	7	6	0.301771772										
1022_at	CDK7	3	-6	4	-6	12	3	0.301814053										
7644_at	ZNF91	15	14	2	11	17	-3	0.301822883										
1981_at	EIF4G1	14	11	-1	5	-1	3	0.301847484										
223_at	ALDH9A1	0	16	-2	-5	15	15	0.301887707										
57576_at	KIF17	-5	-4	17	12	3	-5	0.301916429										
30820_at	KCNIP1	17	-3	7	-6	12	-6	0.301927813										
65110_at	UPF3A	9	1	1	-2	5	8	0.302048303										
55818_at	KDM3A	6	14	5	14	16	16	0.302054246										
3772_at	KCNJ15	16	1	16	11	4	3	0.302082973										
57586_at	SYT13	15	6	5	4	14	10	0.302107423										
23595_at	ORC3L	11	13	1	-6	17	13	0.30212604										
5211_at	PFKL	13	0	-2	-1	4	-3	0.302159439										
10231_at	RCAN2	13	8	9	1	8	10	0.302178216										
65057_at	ACD	-4	4	5	11	2	11	0.302239513										
9976_at	CLEC2B	-5	9	9	0	1	2	0.302309295										
23304_at	UBR2	8	16	-3	3	7	6	0.302313918										
113878_at	DTX2	16	10	-6	14	3	-6	0.302377154										
79442_at	LRRC2	0	-6	-6	6	1	-6	0.302396433										
755_at	C21orf2	17	11	17	2	11	15	0.302399586										
10735_at	STAG2	7	15	12	14	11	7	0.302424372										
199_at	AIF1	-6	3	2	7	14	9	0.30244074										
